"sentenceA"	"sentenceB"	"label"
"Buddha behauptete nie, göttlich zu sein und betonte tatsächlich, dass alle Menschen aus eigener Kraft seinem Weg zur Erleuchtung und zum glückseligen Zustand des Nirvana folgen und sich aus dem Kreislauf wiederholter Geburten und Todesfälle befreien könnten."	"Nirvana ist ein Zustand, den Buddha traurig erreicht, wenn alle Menschen seinem Weg folgen."	"entailment"
"Das Zentrum wurde von den erfahrensten und kompetentesten Projektmanagern der GSA besetzt, um zwei zu bedienen"	"Die Gesamtzahl der Mitarbeiter im Zentrum, einschließlich der Übernachtungsmannschaft, beträgt 324."	"neutral"
"Sie scheinen tatsächlich zu spielen, weil sie ihr Spiel lieben."	"Sie scheinen wegen ihrer Liebe zum Spiel und zueinander zu spielen."	"neutral"
"weil ich einfach nicht die Disziplin mit Kindern habe, die du brauchst, damit sie lernen"	"Weil ich nicht weiß, wie ich Kinder dazu bringen kann, mir zu gehorchen."	"entailment"
"Nun, wie haben Sie selbst ein Rezept für Pudding bekommen?"	"Wie haben Sie ein Rezept für Pudding bekommen?"	"entailment"
"und es gibt einige Werbegeschenke da draußen, bei denen Sie zehn bis fünfzehn Prozent Ihres monatlichen Bring-Home-Betrags auf eine Art Sparkonto legen sollten, bei dem es sich um Geldmarkt-Anleihen-Coda-Mat-Ersparnisse handelt"	"Das Sparkonto übernimmt genau 12,5 Prozent der Monatsgehälter."	"neutral"
"Was Sie sehen, ist, was Sie Editor für fast alle meine Textverarbeitung bekommen, so dass ich nicht habe, obwohl ich zu Hause Zugriff auf Dinge wie Works und WordPerfect habe, aber ich merke es nicht offensichtlich, ich denke, das, was mich am meisten überrascht, wenn ich mich ändere Work-to-Home-Umgebung ist die Cursorgeschwindigkeit und nachdem ich anfänglich über die uh die Cursorgeschwindigkeit im Sinne einer linearen Bewegung über den Bildschirm uh im Gegensatz zum Tabulieren gekommen bin"	"Ich benutze zu Hause einige Textverarbeitungsprogramme."	"entailment"
"Er hatte seine Wahl ohne zu zögern getroffen: das Hengstfohlen Shiloh, die Stute Shadow, und sie züchteten nach Storm Cloud, um ein Preisfohlen zu erhalten."	"Er konnte sich einfach nicht entscheiden."	"contradiction"
"Zwei meiner Brüder rauchen immer noch, obwohl beide den magischen Knopf drücken und morgen aufhören würden, wenn sie könnten."	"Meine Brüder lieben es zu rauchen und würden niemals aufhören."	"contradiction"
"Das fruchtbare Niltal unterstützt seit über 8.000 Jahren das menschliche Leben."	"Das Niltal unterstützt seit über 8.000 Jahren das menschliche Leben."	"entailment"
"Sie erreichten endlich ein kleines heruntergekommenes Quadrat."	"Die Ruinen waren sehr groß."	"contradiction"
"Wir wissen, dass wir dieses Budget nicht bekommen werden, werden uns nicht reich machen, aber es wird uns daran hindern, in Armut zu geraten"	"Ohne das Budget würden wir alle in Armut geraten."	"neutral"
"Atlantikvertragsorganisation, der Balkan bleibt volatil."	"Die Organisation beobachtet den Zustand des Balkans."	"neutral"
"Die Geschichte der westlichen Entdeckung von Macau beginnt 1513, als der portugiesische Entdecker Jorge Alvares die Südküste Chinas erreichte."	"Jorge Alvarez hat Macau noch nie betreten."	"contradiction"
"Wie viele waren da?"	"Ich weiß genau, wie viele es waren."	"contradiction"
"Die Great Green Tax Shift - eine Abkehr von Steuern auf Beschäftigung und Einkommen hin zu Steuern auf Umweltverschmutzung und andere negative externe Effekte - hat alles zu bieten."	"Nichts zu haben war die große grüne Steuerverschiebung."	"contradiction"
"Der nahe gelegene Abschnitt des Colorado Boulevard bildet das Herz der Altstadt von Pasadena."	"Die meisten kleinen Geschäfte in der Altstadt von Pasadena wurden von Einkaufszentren aus dem Geschäft getrieben."	"neutral"
"sind wie Zaubertricks, sagt Michael Kimmelman von der New York Times."	"Michael Kimmelman hat noch nie etwas mit einem Zaubertrick verglichen."	"contradiction"
"Das Erdgeschoss des Palazzo Pubblico beherbergt die Büros des Rathauses, aber die Kammern im Obergeschoss, die von den bedeutendsten Künstlern der Stadt mit Fresken bemalt wurden, wurden in ein Museo Civico (Stadtmuseum) umgewandelt."	"Das Museo Civico befindet sich seit über zehn Jahren in den oberen Etagen des Palazzo Pubblico."	"neutral"
"Für mich brauchte ich zu jeder Tageszeit zusätzliche Hilfe"	"Ich konnte jederzeit Hilfe bekommen, wenn ich sie brauchte, und es half wirklich."	"neutral"
"Diese Organisation hat sich als hilfreich erwiesen, um sicherzustellen, dass Gründe, warum eine Website als Ausreißer für ein bestimmtes Thema angezeigt wurde, von jemandem diskutiert werden konnten, der die Website als Ganzes kannte."	"Es gab Hilfe von einer Organisation, um sicherzustellen, dass eine Person, die sich mit einer Site auskennt, darüber sprechen kann."	"entailment"
"Die EPA hat sowohl eine qualitative als auch eine quantitative Bewertung des Nutzens und der Kosten der Regel in der Analyse der Auswirkungen auf die Regulierung erstellt."	"Die EPA ist wirklich gut darin, Bewertungen von regulatorischen Folgenabschätzungen vorzubereiten."	"neutral"
"18 Siehe die Beschreibung dieses Verfahrens im Anhang."	"Die Beschreibung ist sehr detailliert."	"neutral"
"In seiner dritten Vision sah Jon, wie Adrin sich nach Osten bewegte, bis er die Flanke der Reiter sah."	"Jon hatte viele Visionen, sein dritter von Adrin bewegte sich nach Osten, bis er die Reiter entdeckte."	"entailment"
"Trainiere genauso viel, aber Jazzercise macht so viel Spaß, dass du vergisst, dass du trainierst. Du kennst Aerobic, die du nicht vergisst"	"Mit Jazzercise vergessen Sie, dass Sie sogar trainieren."	"entailment"
"Sie stellen Einzelpersonen ein, die in dieser Arena als Führungskräfte, Lehrer und Ressourcen fungieren."	"Ihre Führungskräfte sind die wichtigsten Mitarbeiter auf der Gehaltsliste."	"neutral"
"Ich habe es versucht."	"Ich habe mein Bestes gegeben."	"entailment"
"Während des LSC-Wettbewerbs 1996 wurde der Servicebereich eines dieser Programme an ein benachbartes Programm vergeben."	"Der Servicebereich kann an niemanden vergeben werden."	"contradiction"
"Es endete damit, dass ich in ein Sanatorium in Bournemouth geschickt wurde."	"Ich war der letzte, der ins Sanatorium geschickt wurde."	"neutral"
"Stattdessen sandte der Vizepräsident des Rechtsanwalts am 16. Mai ein Schreiben an das GAO, in dem er die Angemessenheit der Überprüfung durch das GAO in Frage stellte. Er drückte seine Zurückhaltung aus, die angeforderten Informationen zu liefern, und bat um eine Erklärung der rechtlichen Autorität des GAO, um die Überprüfung durchzuführen."	"Der Anwalt des Vizepräsidenten erhielt umgehend eine Antwort vom GAO."	"neutral"
"Die meisten Leute haben eine ziemlich klare Vorstellung davon, wie viel Freude sie mit dem Lächeln ihres Bruders oder ein paar Tagen Sand und Surfen haben werden."	"Die meisten Menschen können sich vorstellen, wie viel Freude sie durch das Grinsen eines Bruders zeigen werden."	"entailment"
"Der demokratische Spender Nathan Landow, der beschuldigt wird, Willeys Aussage gegen Clinton zum Schweigen gebracht zu haben, könnte tatsächlich das Ziel von Willeys romantischen Fortschritten gewesen sein - ein leichtes Zeichen für einen berechnenden Goldgräber."	"Nathan Landow wird beschuldigt, versucht zu haben, Willey dazu zu bringen, gegen Clinton auszusagen."	"contradiction"
"Im Sommer mieten Kinder und Liebhaber Ruderboote und paddeln über den kleinen See in der Mitte des Parks."	"Es gab immer viele Ruderboote im See."	"neutral"
"In einem magischen Raum mit Blick auf das Meer bilden die wunderschön geformten Säulen des Kreuzgangs einen perfekten Rahmen für Anmut und Zartheit für eine kurze Meditation."	"Der Raum mit Blick auf das Meer ist ziemlich eintönig, was es schwierig macht, sich zu entspannen."	"contradiction"
"Im Mai kündigte Vajpayee den erfolgreichen Abschluss von Atomtests an, die, obwohl sie von den Indianern als Zeichen ihrer Souveränität angepriesen werden, die Beziehungen Indiens zu seinen Nachbarn und zum Westen erschweren könnten."	"Indiens erfolgreiche Atomtests waren eine Quelle des Stolzes für Inder."	"entailment"
"Willkommen in der Welt, Frank Sinatra Farrow."	"Frank Sinatra Farrow wurde heute geboren."	"neutral"
"Nichts des oben Genannten?"	"Nicht eines der oben genannten, sondern eine Mischung aus dem oben genannten?"	"neutral"
"Ein &#39;th&#39; alter Mann nahm ihm eine Falte &#39;crost th&#39; Rippen, die ihn bluten ließen wie ein feststeckendes Schwein."	"Der alte Mann ignorierte ihn und tat so, als könnte es ihn nicht weniger interessieren."	"contradiction"
"Tommy starrte ihn weiter an."	"Tommy hörte nach einer Sekunde auf, ihn anzusehen."	"contradiction"
"Wendy R. Leibowitz ist Rechtsanwältin und Rechtskolumnistin in Washington, DC"	"Wendy R. Leibowitz schreibt für das New Law Journal."	"neutral"
"Nun, ich meine, wenn Sie wissen, was Ihre Routine ist, können Sie das selbst tun und Sie tun es wahrscheinlich"	"Wenn Sie sich über Ihre Routine sicher sind, fahren Sie fort."	"entailment"
"Ich schlage nicht vor, Sie auf dieser Reise zu töten, wenn Sie vernünftig sind. «Der Russe zitterte vor der strengen Bedrohung in den Augen des anderen."	"Der Russe hatte Angst, als er die Ernsthaftigkeit der Worte seines Gegenübers sah."	"entailment"
"Andererseits müssen kommerzielle Unternehmen schnell hochwertige Produkte entwickeln, sonst überleben sie möglicherweise nicht auf dem Markt."	"Ein Handelsunternehmen hat bessere Erfolgschancen auf dem Markt, wenn es sich die Zeit nimmt, billige Qualitätsprodukte zu entwickeln."	"contradiction"
"Ich bin mir sicher, dass ich nicht bereit war, die Klimaanlage einzuschalten. Nein, es war wirklich extrem warm. Es wurde erst gegen fünfundsechzig am Abend"	"Ich wollte gerade die Klimaanlage einschalten, weil es abends noch fünfundsechzig war."	"entailment"
"Ich musste mich irren."	"Ich hatte festgestellt, dass ich falsch lag."	"entailment"
"und der winter war nicht so schlimm ich war wirklich dankbar, dass es diesen winter nicht so schlimm wurde"	"Dies war ein schrecklicher Winter mit vielen Schneestürmen."	"contradiction"
"Mit weiteren Verbesserungen zur Verbesserung der Zuverlässigkeit wird dieses System es Programmleitern auf allen Ebenen ermöglichen, dem Kongress, Kundengruppen, staatlichen Gesetzgebern, Anwaltskanzleien, Gerichten, Geldgebern und anderen Interessengruppen ein genaueres Bild davon zu vermitteln, wie viele Personen von LSC bedient werden finanzierte Programme."	"Die Programmfinanzierung wird durch die Berichterstattung aus diesem System beeinflusst."	"neutral"
"Ein Leitfaden für Reporter zum GAO ist auf der GAO-Website www.gao.gov verfügbar."	"Die Anleitung ist nur in gedruckter Form erhältlich."	"contradiction"
"Kein Angeklagter wurde zu einer Geldstrafe von mehr als 250 US-Dollar wegen Verstoßes gegen die gerichtliche Anordnung verurteilt."	"Jeder Angeklagte musste über 300 Dollar an Geldstrafen zahlen."	"contradiction"
"Die Brasilianer zum Beispiel mit ihrem Mestizenbewusstsein und ihren vielen Abstufungen von Tipo oder Typ betrachten unsere grobe Aufteilung der Rasse mit Verachtung."	"Die Brasilianer waren freundlich zu denen aus den verschiedenen Rassen."	"contradiction"
"Der andere zögerte."	"Die anderen hatten sich bereits entschieden."	"contradiction"
"Warhols Schädel (1976) liest sich jetzt unvermeidlich als Vorahnung von AIDS."	"Warhols Schädel hat nichts mit AIDS zu tun."	"contradiction"
"und sie machen Forstarbeiten, sie pflegen Pfade und sie stellen Schilder auf und sie machen Brandschutzarbeiten und sicherlich solche Dinge"	"Sie erledigen alle Arten von Arbeiten im Wald."	"entailment"
"Nun zu unseren Empfehlungen Könnten wir verschiedene Empfehlungen abgegeben haben?"	"Wir haben keine Empfehlungen abgegeben."	"contradiction"
"George McClellan aus dem Ruhestand, um die Unionsarmee zu retten."	"Die Unionsarmee profitiert wirklich von George McClellans Training."	"neutral"
"Weggehen ist ein guter Trick, wenn Sie Zeit haben."	"Weggehen ist gut, wenn Sie Zeit haben."	"entailment"
"Na ja, einen schönen Tag, dann tschüss"	"Ich hoffe du hast einen guten Tag."	"entailment"
"und sie waren der Richter, der besonders darauf achtete, dass alles richtig gemacht wurde, so dass es kein Mistrial jeglicher Art geben konnte"	"Der Richter tat alles in seiner Macht stehende, um ein Mistrial zu verursachen."	"contradiction"
"Diese 900 Hektar große Parklandschaft am westlichen Rand der Stadt ist eine der glücklichsten Errungenschaften von Baron Haussmann."	"Baron Haussmann war sehr bestürzt über die Schaffung der Parks."	"contradiction"
"Die Gesamtarbeitszeit für Bau- und Ingenieurarbeit beträgt dann etwa 365.000 Arbeitsstunden für eine einzelne 500-MWe-Einheit."	"Die Gesamtarbeitszeit für Bau- und Ingenieurarbeit beträgt dann etwa 450.000 Arbeitsstunden für eine einzelne 750 MWe-Einheit."	"contradiction"
"Causeway Bay hat auch eine Vielzahl von Bars und Clubs."	"In Causeway Bay gibt es eine Vielzahl von Bars und Clubs."	"entailment"
"In einer Ecke war der halbbewusste Zugführer vor Angst zusammengekauert."	"Der Dirigent war entspannt."	"contradiction"
"Er ist besorgt darüber, ob er Spenden von der Gilde der professionellen Kirkbuzzers * annehmen soll."	"Er weiß, dass es richtig ist, die Spende zu nehmen."	"contradiction"
"Die Anhänger des Rastafarianismus (mit ihrer charakteristischen Dreadlock-Mähne) stammten in den 1930er Jahren aus Jamaika und sind noch immer überwiegend hier anzutreffen."	"Rastafarianismus ist in Jamaika immer noch präsent."	"entailment"
"Er kann sich jetzt mit Angst und Panik füllen, solange er schwang und feuerte, als die Zeit gekommen war."	"Er war ruhig und bereit für ein Nickerchen."	"contradiction"
"Das Magazinmodell, die Leser auf Informationen aufmerksam zu machen, ist erstaunlich ineffizient."	"Es ist nicht überraschend, dass der Magazinstil, Informationen für ihre Leser bereitzustellen, ein großer Erfolg ist."	"contradiction"
"und und beide Parteien mussten Listen von Leuten erstellen, die geeignet waren, es zu führen, und er lehnte beide Listen ab und kam mit seiner eigenen Person auf"	"Niemand hat jemals daran gedacht, eine Liste zu erstellen."	"contradiction"
"Es muss darauf hingewiesen werden, dass das Kostenmodell verwendet wird, um Kosten über einen extremen Volumenbereich zu schätzen."	"Das Kostenmodell kann Kosten für einen sehr großen Volumenbereich schätzen."	"entailment"
"Diese Dienstleistungen unterscheiden sich im Allgemeinen von Finanzprüfungen, Bescheinigungsaufträgen und Leistungsprüfungen darin, dass Prüfer (1) einer anfragenden Partei Informationen oder Daten zur Verfügung stellen können, ohne eine Überprüfung, Analyse oder Bewertung der Informationen oder Daten vorzunehmen, und daher wird die Arbeit normalerweise nicht durchgeführt Bereitstellung einer Grundlage für Schlussfolgerungen, Empfehlungen oder Meinungen zu den Informationen oder Daten oder (2) Ausführung von vom Management angeforderten Aufgaben, die die Geschäftstätigkeit des Unternehmens direkt unterstützen, wie z. B. Bewertung von Vermögenswerten, versicherungsmathematische Dienstleistungen oder Dienstleistungen zur Gestaltung von Informationssystemen."	"Es gibt nur eine Art von Service."	"contradiction"
"Es wurde mir genommen, aber ich fand es wieder. &quot;"	"Ich dachte, jemand hätte es genommen, aber ich hatte es einfach verlegt."	"contradiction"
"&#39;Unsinn. Ben Franklin war ein natürlicher Existentialist. &#39;"	"&quot;Was Sie sagen, ist richtig, Ben Franklin war kein Existentialist.&quot;"	"contradiction"
"Situation und ich sah Vorfälle im Hotel, wo ich nur rübergehen und in die Ecke kriechen wollte und sagte: Oh mein Gott, das sind keine Amerikaner, die sie nicht sein können, aber sie sind"	"Es gab viele Amerikaner, die das Stereotyp, laut und widerlich zu sein, zu Herzen nahmen."	"neutral"
"ähm, du weißt, was mich sonst noch wirklich überrascht hat, jetzt bin ich mit einem gebürtigen Texaner verheiratet und ich bin es nicht"	"Ich bin mit einem gebürtigen Texaner verheiratet und mag sie nicht sehr."	"neutral"
"Parametrische Analysen werden mit unterschiedlichem Volumen unter verschiedenen Annahmen darüber durchgeführt, inwieweit sich die institutionellen Kosten langfristig ändern."	"Eine parametrische Analyse ist eine Art Kostenstudie."	"entailment"
"Daher ist es wichtig, dass die Agenturen innovative und kostengünstigere Methoden entwickeln, um ihre Mitarbeiter zu schulen. Dabei ist auch zu berücksichtigen, dass die Rendite für Investitionen in die für ein ergebnisorientiertes Management erforderlichen Fähigkeiten weitgehend davon abhängt, wie gut die Mitarbeiter dazu ermutigt werden, diese Fähigkeiten einzusetzen benutzen."	"Die Agenturen sollten innovative Wege entwickeln, um ihre Mitarbeiter zu schulen."	"entailment"
"Lincoln zählte dann tatsächlich herunter."	"Lincoln zählte von zwanzig herunter."	"neutral"
"Der zweite Abschnitt befasst sich mit denselben Themen im Zusammenhang mit ausgehandelten Servicevereinbarungen (NSAs), sogenannten Nischenklassifikationen, bei denen es sich um spezielle Service- und Tarifvereinbarungen handelt, die zwischen dem Postdienst und einem bestimmten Mailer oder einer Gruppe von Mailern ausgehandelt werden und deren Funktionen auf deren Verwendung zugeschnitten sind das Postsystem."	"Die gleichen Themen finden Sie im zweiten Abschnitt."	"entailment"
"NET LEVEL PREMIUM RESERVE - Der etwaige Überschuss des Barwerts der künftig garantierten Sterbegeldleistungen gegenüber dem Barwert der künftigen Nettoprämien."	"Es ist nicht möglich, dass der zukünftige Nutzen über den zukünftigen Prämien liegt."	"contradiction"
"Wir werden es bis zum letzten behalten und das andere zuerst öffnen. &quot;"	"Wir werden dieses zuerst und das andere danach öffnen."	"contradiction"
"Wir haben uns ein Budget gesetzt, mit dem sie laufen würden, als könnten sie wirklich sagen, wie viel Öl Sie verbrauchen würden"	"Es gab kein Budget."	"contradiction"
"Napoleon selbst sah nur ein lebensgroßes Holz- und Leinwandmodell des Bogens."	"Napoleon sah ein Modell des Bogens, bevor er starb."	"entailment"
"Oh, sie hat nichts getan"	"Meines Wissens - und ich könnte mich irren - hat sie keine einzige Aktion ausgeführt."	"neutral"
"Ich bin sicher, Dr. Bauerstein ahnt es."	"Ich glaube nicht, dass Dr. Baeuerstein es vermutet hat."	"contradiction"
"Jon hasste dieses Lächeln, aber Adrin hasste es eindeutig mehr und das funktionierte für Jon."	"Sie verliebten sich beide in dieses Lächeln."	"contradiction"
"Ja, ich wusste eine Weile nicht, was es war. Ich ging in einen Raum, in dem etwas davon war, und ich fragte mich, was du weißt, und dann wurde mir eines Tages klar, dass es Eukalyptus war"	"Mir ist nie in den Sinn gekommen, dass dies Eukalyptus ist."	"contradiction"
"Das massive Herrenhaus gegenüber, fast genauso beeindruckend, beherbergt die Casa de Efrica mit Fellen, Trommeln, Kostümen, geschnitzten Figuren und Möbeln aus 26 afrikanischen Ländern sowie einer verlockenden Sammlung von Gegenständen, die mit Santeraa, dem synkretistischen Afro-Kubaner, zu tun haben Religion (siehe Seite 26; Casa de efrica wird voraussichtlich bis Ende 2000 wegen Renovierungsarbeiten geschlossen sein)."	"In dem kleinen Herrenhaus befinden sich Möbel aus 26 afrikanischen Ländern."	"contradiction"
"Parfums sind bis heute beliebt und Sie werden den Parfümmixer auf dem Basar sehen, der von Hunderten von Glasflaschen umgeben ist, die die zahlreichen Öle enthalten, die zusammen einen einzigen Duft ergeben."	"Parfümmischer bieten billige und hochwertige Parfums auf dem Basar."	"neutral"
"Die osmanischen Türken drängten venezianische und andere Streitkräfte aus Kleinasien durch die Inseln der Ägäis, bis sie das griechische Festland verlassen hatten."	"Die osmanischen Türken wurden von den Venezianern besiegt."	"contradiction"
"Wenn ich mich nicht sehr irre, hat er etwas im Ärmel."	"Er scheint nichts zu verstecken."	"contradiction"
"Das ist der Junge, den du wirklich kennst und der es kaum durch die High School geschafft hat"	"Die Noten des Kindes waren grausam."	"neutral"
"Ich bin ein verärgerter Ich bin ich bin nur eine verärgerte Person überall Ich bin der uh ich bin der uh original uh Herr Scrooge, denke ich"	"Ich bin eine sehr unzufriedene Person."	"entailment"
"Das einzige eindeutige Maß für die Fehleinschätzung von Guber und Peters sind ihre Mehrausgaben für antike Möbel, Yachten, Pyjamapartys in Aspen und dergleichen sowie eine betäubende Folge von Kassenbomben."	"Guber und Peter geben deutlich zu viel für antike Möbel und Yachten aus."	"entailment"
"Sobald sich Griechenland, ein NATO-Mitglied, einmischt, könnte ganz Europa, vertraglich gebunden, folgen."	"Sie wussten, dass Europa folgen musste."	"neutral"
"Derzeit müssen Kraftwerke die Emissionen von Stickoxiden (NOX) und Schwefeldioxid (SO2) reduzieren."	"Kraftwerke müssen die Schwefeldioxidemissionen reduzieren."	"entailment"
"Ich nahm von Anfang an Stellung."	"Ich stand basierend auf dem letzten."	"contradiction"
"Es wurde im 19. Jahrhundert zusammen mit Eisenbahnen, Kameras und Whisky eingeführt."	"Whisky und Kameras wurden im 19. Jahrhundert nicht eingeführt."	"contradiction"
"Der Legende nach hieß es ursprünglich Mons Martyrum &#39;, wo der erste Bischof der Stadt, Saint Denis, nach seiner Enthauptung seinen Kopf hob und wegging."	"Auf der Baustelle soll der erste Bischof der Stadt nach seiner Enthauptung seinen eigenen Kopf aufgehoben und gegangen sein."	"entailment"
"McCourts eigene Geschichte zeigt, dass sie es nicht konnten."	"Die Geschichte impliziert, dass sie es nicht können."	"entailment"
"Obwohl auch er Bedenken hinsichtlich standardisierter Handbücher hatte, stellte er fest, dass Studien zeigen, dass solche Handbücher nicht zu schlechteren Behandlungen führen."	"Er war besorgt über die Handbücher."	"entailment"
"Untersuchungen gemäß den vom Rat des Präsidenten für Integrität und Effizienz (PCIE) festgelegten Standards, angepasst an die Arbeit des GAO."	"Der Rat des Präsidenten für Integrität und Effizienz überarbeitet die Standards."	"contradiction"
"Bauerstein rein? «Sie starrte mich an."	"Bauerstein hier schon? sie fragte, während sie starrte."	"entailment"
"Oh, du bist in Memphis"	"Du musst mir ein Souvenir besorgen."	"neutral"
"Vögel, von denen Sie wissen, dass dies zu viel Arbeit ist"	"Sie wissen, dass Vögel zu viel Arbeit sind."	"entailment"
"Ich werde Ihnen sagen, was ich nicht verstehe - warum Professor Shoshanna Sofaer vom Baruch College so launisch klingt."	"Ich verstehe nicht, warum Professor Shoshanna Sofaer vom Baruch College so launisch klingt."	"entailment"
"Vor dem Unterausschuss für die Legislative, Ausschuss für Mittel,"	"Nichts ist vor irgendetwas, da sie sich alle im selben Flugzeug befinden."	"contradiction"
"Zuckerrohr wurde Anfang des 16. Jahrhunderts von den Spaniern nach Jamaika gebracht, und ein Großteil der Ernte wurde exportiert."	"Zuckerrohr wurde von den Spaniern nach Jamaika gebracht."	"entailment"
"Wir machen uns auf den Weg."	"Blieben."	"contradiction"
"Ja, du solltest dir nicht einmal Gedanken über die meisten Dinge machen, ich meine, ich weiß nicht, dass es ein bisschen kurzsichtig ist, aber ähm"	"Ich weiß, das ist kurzsichtig von mir, aber ich denke nicht gerne weit in die Zukunft."	"neutral"
"Für jeweils 200 erfolgreiche [alternative Prüfungsteilnehmer] hätten die Gerichte 30.000 Pro-Bono-Stunden Dienst, die sie als am überzeugendsten erachteten."	"Die Gerichte würden überhaupt keine unentgeltlichen Dienststunden erhalten."	"contradiction"
"Eine Verbesserung der Sichtbarkeit wäre in großen Gebieten einschließlich Nationalparks und Wildnisgebieten zu erwarten, und die Wiederherstellung vieler Süßwasser- und Küstenökosysteme wäre wahrscheinlich."	"Die Nationalparks haben einen Plan vorgeschlagen, um Touristen anzulocken und gleichzeitig der Umwelt zu helfen."	"neutral"
"Ja, in welchem Zustand bist du jetzt?"	"In welchem Zustand bist du?"	"entailment"
"Haben Sie versucht, externe Schätzungen zu erhalten, um zu sehen, was es kostet, etwas malen zu lassen?"	"Wirst du es einfach selbst machen?"	"contradiction"
"Wir hatten ein spätes Mittagessen und verbrachten den Nachmittag im Garten."	"Wir haben das späte Mittagessen genossen"	"neutral"
"Dann habe ich recht."	"Ich bin dann richtig."	"entailment"
"Also warst du zwei Meilen pro Tag von und zur Arbeit, also hat es meine Transportkosten sehr gesenkt, aber jetzt habe ich gerade ein neues Haus gekauft und bin eine halbe Stunde"	"Jetzt lebe ich eine halbe Stunde entfernt, aber früher war ich nur zwei Meilen von der Arbeit entfernt."	"entailment"
"Weiter unten passieren Sie zwei Orte, die für rituelle Waschungen reserviert sind, die vor dem islamischen Gebet erforderlich sind."	"Es gibt zwei Orte für rituelle Waschungen weiter unten."	"entailment"
"Ja, na ja, dieser allmächtige Dollar"	"Nun, dieser allmächtige Dollar"	"entailment"
"Tuppences Gewissen gab ihr einen vorübergehenden Stich, als sie sich an den Erzdiakon erinnerte."	"Tuppence erinnerte sich an den Erzdiakon."	"entailment"
"Netzwerkexternalitäten sind in."	"Unsichtbare Vorteile für das Netzwerk sind beliebt."	"entailment"
"Die Präambeln enthielten unter anderem einen Titel und Gründe für die Informationssammlung, die vorgeschlagene Verwendung der Informationen, eine Beschreibung der Befragten und die Häufigkeit der Antworten."	"Es gibt einen Titel und Gründe in den Präambeln."	"entailment"
"Aber sie ist die Beste, die Beste beider Rassen"	"Sie ist die schlimmste überhaupt."	"contradiction"
"HERITAGE ASSETS JÄHRLICHE STEWARDSHIP-INFORMATIONEN"	"Es gibt Informationen zu den Heritage-Verbindlichkeiten."	"contradiction"
"Ein ehrgeiziger Plan für eine sechseckige Kirche, die auf Stelzen über dem Boden stand und von Pollock mit Buntglasfenstern versehen war, schlug fehl."	"Der komplexe Plan des Krankenhauses kam zu nichts."	"contradiction"
"&#39;Wie wäre es mit?&#39;"	"Über nichts."	"contradiction"
"Seien Sie also psychologisch vorbereitet und lassen Sie sich nicht vom Gift blenden."	"Bereite dich mental auf das Gift vor."	"entailment"
"Es ermöglicht uns, die Programmleistung auf komplexere Weise zu messen."	"Es gibt Möglichkeiten, die Programmleistung zu messen."	"entailment"
"»Ich werde Ihre Daten durchgehen und herausfinden, was Sie falsch gemacht haben."	"Ich kann nicht herausfinden, was du getan hast."	"contradiction"
"Sie werden auch feststellen, dass die Leute nicht zulassen, dass die Verkehrszeit ihre Produktivität stoppt. Viele Fahrer haben ihr Mobiltelefon am Ohr."	"Viele Fahrer legen Wert auf Multitasking, wenn sie im Stau stehen, und nutzen häufig die Zeit, um Anrufe zu tätigen."	"entailment"
"Einige haben argumentiert, dass Boorman, der Regisseur von Excalibur (1981) und Hope and Glory (1987), seine extravaganten visuellen Begabungen in The General nicht einsetzt, das in Schwarzweiß und in seinen mythischen Resonanzen nicht protzig ist."	"Boorman gewann einen Oscar für Excalibur."	"neutral"
"Oh, du machst das, da gibt es ein hübsches Ähm, ich würde nicht snobistisch sagen, aber es ist eine Art Grenze dazu, dass ich, je nachdem, was ich trage, einen besseren Service in dem Einkaufszentrum bekomme, das ich seitdem gefühlt habe"	"Mall-Mitarbeiter sind snobistisch."	"neutral"
"Plötzlich wurde mir klar, warum ich gestolpert war."	"Ich fand heraus, worüber ich stolperte."	"entailment"
"Ein wichtiges Element der gesamten Implementierung der Steuerungstechnologie ist die Zeit, die zum Anschließen oder Anschließen der Steuerungstechnikausrüstung benötigt wird, insbesondere in Bezug auf die geplante Ausfallzeit für das Gerät."	"Das Anschließen der Geräte ist ein wichtiger Bestandteil der Implementierung der Steuerungstechnologie."	"entailment"
"Wie in Anhang A-9 in Anhang A gezeigt, wird daher erwartet, dass der Zeitplan für ein kombiniertes SCR- und ACI-Projekt dem Zeitplan eines SCR-Projekts entspricht."	"ACI erweitert Projekte unnötig, wenn es hinzugefügt wird."	"contradiction"
"In der Präambel der endgültigen Regel wird darauf hingewiesen, dass die Regel gemäß den Bestimmungen der Executive Order No."	"In der Präambel ist vermerkt, dass die Regel zur Kenntnis genommen und überprüft wurde."	"entailment"
"ist für die Schulung und Überwachung der Qualität zulässig."	"Leistungsbewertungen können beim Training oder bei der Überwachung der Qualität verwendet werden."	"neutral"
"Schiefer und lies einen Auszug aus dem Buch.)"	"Außerdem muss man einen Auszug aus dem Buch lesen, sagte der Lehrer."	"neutral"
"Die große Insel in der Ferne ist La Desirade, die kleinen Petite-Terre-Inseln sind viel näher."	"La Desirade ist eine große Insel, die von weitem sichtbar ist."	"entailment"
"Nun, sie ist ein Teil Chow und ein Teil Hirte"	"Sie ist ein Mensch."	"contradiction"
